Timestamp,Grade,,Title of book,,Author of book,What grade level would you recommend this book to?,,How many stars would you give this book?,,,Submit your review below (200-400 word count)
9/9/2021 20:45:47,12,,My Hero Academia Vol. 13,,Kohei Horikoshi,"9,10,11,12",,3,,,"The students finish off their provisional licensing exam with a second round of testing. In this round they must save injured victims from a disaster while also fighting off “villains”. Todoroki goes head to head with Shiketsu high schools’ Yoarashi, w"
9/9/2021 20:47:43,12,,My Hero Academia Vol. 14,,Kohei Horikoshi,"9,10,11,12",,3,,,"Bakugo and Midoriya finish off their duel but of course must deal with their consequences. Bakugo earns a four day clean up job while Midoriya only receives a three day one. Though the two are not on best friend terms, they have found a sense"
9/10/2021 22:12:20,12,,My Hero Academia Vol. 15,,Kohei Horikoshi,"9,10,11,12",,3,,,"Togata and Midoriya take a stroll in their hero gear on their first day together under Sir’s guidance. They happen to run into Chisaki himself on the street with a young girl, Eri, his daughter. Midoriya is stunned but knows that he mustn't ask suspic"
9/10/2021 22:13:23,12,,My Hero Academia Vol. 16,,Kohei Horikoshi,"9,10,11,12",,5,,,"Sir and his established secret gang of heroes are ready to take down Shie Hassaiakai’s fortress. They are faced with many roadblocks, the first one being that it seems as if they predicted the ambush. Villains were out once they arrived on the sc"
9/11/2021 18:39:14,12,,My Hero Academia Vol. 17,,Kohei Horikoshi,"8,9,10,11,12",,5,,,The hunt to save Eri is a severely brutal and lengthy task. It’s revealed that the two enemies from the League of Villains have a whole new plan in mind. They may seem like they’re working for Shie Hassaiaka but secretly they are plotting to dest
9/11/2021 18:40:24,12,,My Hero Academia Vol. 18,,Kohei Horikoshi,"8,9,10,11,12",,5,,,"Post battle, Sir has found himself in the hospital. Here, All Might and Sir come face to face as Sir lies on his deathbed. It’s a sad death especially for All Might, Lemillion and Midoriya as they stood in the room during his last minutes. Eri stayed in"
9/12/2021 20:44:44,12,,My Hero Academia Vol. 19,,Kohei Horikoshi,"8,9,10,11,12",,3,,,"The students of Class A are ready to take a break from fighting and live like normal kids. At this time, U.A. is having their school festival which lets students in the other departments shine as well as the heroes. Class A has prepared to do a live c"
9/12/2021 20:46:20,12,,My Hero Academia Vol. 20,,Kohei Horikoshi,"8,9,10,11,12",,3,,,Midoriya fearlessly takes on Gentle and his sidekick as Ectoplasm and Hounddog find them in time. The villains are taken away and Midoriya still has time to rush to the festival. After cleaning himself up the boy is ready to meet the rest of his cla
9/13/2021 18:14:19,12,,Frankenstein,,Mary Shelley,10,,3,,,"Traveling to the North Pole, Robert Walton meets Victor Frankenstein, the creator of the creature, Frankenstein. He tells Robert how he went to the University of Ingolstadt and created Frankenstein from old body parts. After the monster came to"
9/13/2021 19:59:19,12,,Macbeth,,William Shakespeare,"10,11,12",,4,,,"Through betrayals, murders, and deceit anything seems possible with a selfish heart and a little bit of violence. Macbeth the prideful protagonist is after one thing and one thing only and that is being king. With the help of his wife, Lady Macbeth, t"
9/19/2021 18:47:59,12,,Death Note Vol. 1,,Tsugumi Ohaba,"9,10,11,12",,"5
",,,"Light Yagami was just like any other intelligent, teenage boy. That was until he picked up a notebook labeled “Death Note”. Inside the notebook were detailed instructions on how to properly make use of its powers. What he didn’t realize was onc
After the death of her fiance, Naomi the ex FBI agent is already doing her own research. Due to bad timing, she runs into Light Yagami and with his top tier skills, he finds out all of her plans and has already eliminated her as well. Meanwhile Ligh  A Handful of Stars by Cynthia Lord revolves around 12-year-old Lily, her dog Lucky, and her new friend Salma. The girls are ambitious and fortunate in many ways but are not without their hardships and problems. Luckily, they each have a suppo"
9/19/2021 19:50:22,12,,Death Note Vol. 2,,Tsugumi Ohba,"9,10,11,12",,5,,,"Tigerlily “Lily” Dumont resides in a town of eastern Maine in the apartment above her grandparent’s general store along with her Mémère, Pépère, and mother’s dog Lucky. She never met her father and her mother tragically died in a car accident"
10/17/2021 15:10:02,8,,A Handful of Stars,,Cynthia Lord,"5,6,7,8",,4,,,"Salma Santiago is the daughter of migrant workers who moved to a blueberry farm in Lily’s town for the summer. She enjoys painting as well as dreaming, and as the story progresses Salma ends up helping Lily paint her bee houses which is ho
The biggest event of the summer is the Blueberry Festival. Lily and Salma end up taking a risk when Lily signs up for a booth to sell her bee houses in the festival and Salma decides to sign up for the Blueberry pageant. Through difficult times, th"
,,,,,,,,,,,
10/30/2021 22:41:27,7,,Last Night at The Telegraph Cl,,Malinda Lo,8,,3,,,"For a reader’s analysis, the characters all seemed quite likable with one exception, Hannah. She is Lily's friend who had become less connected in the last couple of months. Everything in Lily's life was changing and she needed someone consta In the book Last Night at The Telegraph Club, a 17 year old girl named Lily started talking to a girl in her class named Kath (also 17). They got to know each other and decided to go to a gay bar called the telegraph club. They fell in love with eac"
11/5/2021 11:27:25,8,,The Outsiders,,S.E. Hinton,"7,8,9,10,11,12",,5,,,"The Outsiders by S.E. Hinton gives a look into 14-year-old Ponyboy’s life as a greaser. Where he resides, the town is split into two. Greasers and Socs. The former are known as white low lives who are a part of gangs and participate in minor cri
Even with these challenges, Ponyboy continues to pursue somewhat of a normal life with good grades and a support system made up of his brothers Sodapop and Darry as well as his fellow gang members: Two-Bit, Steve, Dally, and Johnny.
That all changes when he lands himself into trouble with the law alongside his best friend, Johnny, as they end up responsible for the death of a Soc. With the help of Dally, the two go into hiding. The novel continues as Johnny and Ponyboy go t
While the book was originally published in 1967, the plot and writing style continue to stay relevant to recent issues. Eventually the book was banned in some schools for its strings of reality as it portrayed gang violence, underage smoking and d Lifeboat 12 by Susan Hood is based on the true story of then 13-year-old Kenneth “Ken” Sparks and his experience aboard the SS City of Benares in the summer of 1940. In the book, Ken lives in England during the height of World War II as the"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
11/5/2021 13:51:16,8,,Lifeboat 12,,Susan Hood ,"5,6,7,8",,5,,,"While on the boat, a German submarine U-48 torpedoes the City of Benares causing Ken to seek refuge aboard Lifeboat 12. There, he and 45 other people wait, attempting to row themselves to Ireland, for days hoping for a rescue. With so man"
12/5/2021 14:49:59,11,,Shatter Me #1,,Tahereh Mafi,"10,11,12",,4,,,"The journey Ken takes throughout those 8 days are told in a way as if the reader is sitting right next to Ken. Along with its unique plot, Susan Hood chose to tell the book in poetry form but unlike the typical style, there’s no rhyming or words that    In this dystopian romance series, Juliette, the main narrator and character, needs to navigate her way through life living with the world’s deadliest touch. She cannot touch anyone without them receiving excruciating pain, which leads her into a m"
12/5/2021 15:01:38,11,,Shatter Me #2,,Tahereh Mafi,"10,11,12",,4,,,"In the second book of this dystopian romance series, Juliette and Adam find themselves in the underground headquarters of the Rebellion. Kenji led them to this safe haven for all who want to fight against the Re-establishment, and specifically, t"
